ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,max_reasonable_age
26950,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,5.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,C;Java;SQL,MySQL,24000.0,24.0
26967,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",22.0,36.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Fintech,Denmark,C#;TypeScript,Microsoft SQL Server,124416.0,54.0
26974,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,1.0,2.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Ukraine,HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,MariaDB;MongoDB;PostgreSQL,4793.0,44.0
2700,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,9.0,24.0,"Developer, full-stack",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Italy,Bash/Shell (all shells);C++;Java;JavaScript;Python;SQL;TypeScript,MySQL;PostgreSQL;SQLite,45246.0,44.0
27006,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,9.0,17.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Bulgaria,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MicroPython;PowerShell;Python;SQL;TypeScript,Dynamodb;InfluxDB;MongoDB;PostgreSQL;Redis;SQLite,62648.0,34.0
27007,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,18.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;TypeScript,PostgreSQL,113694.0,44.0
27011,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,14.0,"Developer, QA or test",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Energy,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;Python,Dynamodb,88492.0,34.0
27015,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,20.0,AI/ML engineer,Less than 20 employees,Individual contributor,In-person,Software Development,Israel,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL,Cloud Firestore;PostgreSQL;Redis;Supabase,147071.0,44.0
2702,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",36.0,45.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MySQL,160000.0,64.0
27022,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,2.0,6.0,"Developer, front-end",20 to 99 employees,Individual contributor,In-person,Computer Systems Design and Services,Russian Federation,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,PostgreSQL;SQLite,1085.0,24.0
27035,45-54 years old,Some college/university study without earning a degree,Employed,27.0,15.0,Database administrator or engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Spain,Bash/Shell (all shells);Python;SQL,Cassandra;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,69609.0,54.0
27037,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,20.0,"Developer, embedded applications or devices",100 to 499 employees,Individual contributor,Remote,Software Development,Germany,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,None,104413.0,34.0
27052,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,13.0,13.0,Data engineer,"5,000 to 9,999 employees",Individual contributor,Remote,Government,Germany,C#;Kotlin;Python;Swift,Elasticsearch;PostgreSQL,124136.0,44.0
27053,35-44 years old,Some college/university study without earning a degree,Employed,17.0,30.0,"Developer, embedded applications or devices",20 to 99 employees,Individual contributor,In-person,"Transportation, or Supply Chain",Italy,Bash/Shell (all shells);C++,None,52207.0,44.0
27058,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,6.0,"Developer, back-end",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,"Iran, Islamic Republic of...",C#;HTML/CSS;Python;SQL,Microsoft SQL Server;Neo4J;SQLite,51276.0,24.0
27075,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,7.0,"Developer, desktop or enterprise applications",Less than 20 employees,Individual contributor,In-person,Other:,France,C;C#;C++;HTML/CSS;Java;Python;SQL,None,29004.0,34.0
27090,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,8.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United Kingdom of Great Britain and Northern Ireland,C#;C++;SQL,PostgreSQL;SQLite,50372.0,34.0
27102,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,20.0,"Developer, game or graphics",Less than 20 employees,Individual contributor,Remote,Software Development,Poland,C#;Python;SQL;VBA,Microsoft SQL Server,109160.0,44.0
27127,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,17.0,"Developer, back-end",100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,JavaScript;PHP;Python;TypeScript,MySQL;PostgreSQL,19761.0,34.0
2713,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,20.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,GDScript;Java;JavaScript;Python;Rust;TypeScript,PostgreSQL,139218.0,34.0
27130,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,15.0,"Developer, AI apps or physical AI",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Pakistan,Java;Kotlin,None,8779.0,34.0
2714,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,15.0,"Developer, full-stack",20 to 99 employees,People manager,Remote,Software Development,Other,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,72600.0,34.0
27141,18-24 years old,Other (please specify):,Employed,1.0,4.0,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,Software Development,Switzerland,Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;SQL,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,22319.0,24.0
27144,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,10.0,"Developer, game or graphics",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,C#;HTML/CSS;JavaScript,Cloud Firestore,17436.0,34.0
2715,25-34 years old,Other (please specify):,"Independent contractor, freelancer, or self-employed",9.0,16.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Austria,Bash/Shell (all shells);C#;C++;PHP;PowerShell,Cosmos DB;Elasticsearch;Microsoft SQL Server;Redis;SQLite,174022.0,34.0
27150,35-44 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",13.0,3.0,AI/ML engineer,Less than 20 employees,Individual contributor,Remote,Software Development,Taiwan,C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;Ruby;Rust;SQL;TypeScript;VBA,BigQuery;IBM DB2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,90000.0,44.0
27153,25-34 years old,Some college/university study without earning a degree,Employed,7.0,8.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Bulgaria,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Cosmos DB;MongoDB;SQLite,45464.0,34.0
27177,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23.0,24.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,United Kingdom of Great Britain and Northern Ireland,C#;JavaScript;PHP;PowerShell,Microsoft SQL Server;MySQL;Oracle,65348.0,54.0
27178,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,40.0,"Architect, software or solutions",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,Israel,C;C#;C++;HTML/CSS;PowerShell;SQL;TypeScript;VBA,Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,88243.0,54.0
27200,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,15.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Bulgaria,Go;PHP;SQL,BigQuery;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,65237.0,44.0
27219,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,5.0,Data scientist,100 to 499 employees,Individual contributor,Remote,Software Development,Ukraine,Python;SQL,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,36000.0,34.0
27225,18-24 years old,Some college/university study without earning a degree,Employed,1.0,7.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Russian Federation,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,13780.0,24.0
27242,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,27.0,"Developer, full-stack",100 to 499 employees,Individual contributor,Remote,Other:,Austria,Bash/Shell (all shells);Java;JavaScript;Lua;Python;TypeScript,Elasticsearch;H2;MariaDB;MongoDB;PostgreSQL;Redis;SQLite,73936.0,54.0
27244,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,22.0,"Developer, back-end",500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Greece,Python,PostgreSQL;Redis,85271.0,44.0
27251,45-54 years old,Primary/elementary school,"Independent contractor, freelancer, or self-employed",28.0,32.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Netherlands,Bash/Shell (all shells);C;Elixir;Go;HTML/CSS;Java;Python;Ruby;Rust;SQL;Swift;TypeScript,PostgreSQL;Redis;SQLite;Valkey,92812.0,54.0
27259,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,15.0,"Developer, full-stack",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Norway,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;TypeScript,Databricks SQL;Microsoft SQL Server;PostgreSQL;Redis,10871.0,34.0
27303,18-24 years old,Some college/university study without earning a degree,Employed,1.0,6.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,In-person,Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PHP;SQL;VBA;Visual Basic (.Net),MySQL;SQLite,31857.0,24.0
27312,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,10.0,16.0,"Developer, back-end",20 to 99 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,GDScript;PHP;SQL,Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite,69609.0,34.0
27321,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,8.0,"Developer, full-stack",20 to 99 employees,People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,Germany,Java;TypeScript,MySQL,69609.0,34.0
27324,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,25.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Software Development,United States of America,HTML/CSS;JavaScript;PHP,MySQL,151000.0,54.0
27328,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,32.0,Engineering manager,20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,81210.0,44.0
27330,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,24.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,Hungary,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Kotlin;Perl;PHP;Python;SQL;Swift;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,56561.0,44.0
27333,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,15.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Poland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;SQL,MariaDB;Microsoft SQL Server,22924.0,34.0
27359,25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,10.0,13.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,"Transportation, or Supply Chain",United States of America,HTML/CSS;JavaScript;PHP;Ruby;SQL,MongoDB;MySQL;PostgreSQL;Redis,112000.0,34.0
2737,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,22.0,28.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",Mexico,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,PostgreSQL;Redis;Snowflake,78959.0,54.0
27370,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,14.0,14.0,"Developer, AI apps or physical AI","10,000 or more employees",Individual contributor,Remote,Healthcare,Ireland,HTML/CSS;JavaScript;TypeScript,Dynamodb;MongoDB;PostgreSQL;Redis,116015.0,44.0
27378,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,19.0,DevOps engineer or professional,20 to 99 employees,People manager,Remote,Fintech,Canada,Go;Python,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,237115.0,44.0
27404,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,25.0,"Developer, back-end",100 to 499 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Canada,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lisp;SQL,BigQuery;DuckDB;Elasticsearch;MySQL,121111.0,54.0
27415,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",37.0,26.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Other,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Ruby;SQL,MySQL;PostgreSQL;Redis,75410.0,64.0
27416,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,12.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,In-person,Other:,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,DuckDB;InfluxDB;MariaDB;MongoDB;MySQL;Redis;SQLite,175000.0,34.0
27419,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,22.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,95000.0,44.0
27423,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,17.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Netherlands,Groovy;Java;Kotlin;TypeScript,PostgreSQL;Redis;Snowflake;Valkey,139218.0,34.0
27431,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,9.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Other:,United States of America,HTML/CSS;JavaScript;PHP;SQL,PostgreSQL,77517.0,34.0
27445,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,30.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;MATLAB;Perl;PHP;Python;SQL;TypeScript,BigQuery;Dynamodb;Elasticsearch;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,170000.0,54.0
27449,55-64 years old,Some college/university study without earning a degree,Employed,45.0,45.0,"Developer, desktop or enterprise applications",Less than 20 employees,Individual contributor,In-person,Other:,United States of America,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lisp;PowerShell;Rust;SQL;TypeScript;VBA;Visual Basic (.Net),Elasticsearch;Microsoft SQL Server;PostgreSQL,135000.0,64.0
